attempt,accepted_index,status,reason,raw_path,measured_separation_ns,sample_interval_ns,threshold_adc,captured_utc
89,89,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_089.csv,13.217763519031905,2.0,5000,2026-08-13T22:10:42.338003+00:00
90,90,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_090.csv,12.739019787841698,2.0,5000,2026-08-13T22:10:42.527797+00:00
91,91,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_091.csv,13.080448969921235,2.0,5000,2026-08-13T22:10:42.717182+00:00
92,92,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_092.csv,12.966808296239833,2.0,5000,2026-08-13T22:10:42.904656+00:00
93,93,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_093.csv,12.854623332748815,2.0,5000,2026-08-13T22:10:43.087734+00:00
94,94,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_094.csv,13.284593570394918,2.0,5000,2026-08-13T22:10:43.275346+00:00
95,95,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_095.csv,13.220624544552038,2.0,5000,2026-08-13T22:10:43.495282+00:00
96,96,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_096.csv,12.858207317675806,2.0,5000,2026-08-13T22:10:43.698401+00:00
97,97,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_097.csv,13.24425691681654,2.0,5000,2026-08-13T22:10:43.882557+00:00
98,98,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_098.csv,13.09729100413574,2.0,5000,2026-08-13T22:10:44.082689+00:00
99,99,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_099.csv,12.928919127972222,2.0,5000,2026-08-13T22:10:44.275591+00:00
100,100,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_100.csv,12.797548936618341,2.0,5000,2026-08-13T22:10:44.461276+00:00
