artifact_id,campaign_id,phase_id,acquisition_id,relative_path,artifact_role,media_type,byte_size,created_utc,modified_utc,producer,source_artifact_ids,immutable,notes
HF01-ART-0252,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_008_safe_idle.json,raw_primary,application/json,10858,2026-08-26T20:31:44.076007Z,2026-08-26T20:31:44.077014Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0253,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_009.json,raw_primary,application/json,536,2026-08-26T20:35:28.242475Z,2026-08-26T20:35:28.243981Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0254,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_009_safe_idle.json,raw_primary,application/json,10859,2026-08-26T20:35:28.240477Z,2026-08-26T20:35:28.241476Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0255,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_010.json,raw_primary,application/json,536,2026-08-26T20:36:28.869236Z,2026-08-26T20:36:28.869236Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0256,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_010_safe_idle.json,raw_primary,application/json,10859,2026-08-26T20:36:28.865726Z,2026-08-26T20:36:28.867230Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0257,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_011.json,raw_primary,application/json,26450,2026-08-26T20:37:10.557647Z,2026-08-26T20:37:10.559645Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0258,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_011_safe_idle.json,raw_primary,application/json,10858,2026-08-26T20:37:10.553299Z,2026-08-26T20:37:10.555133Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0259,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_012.json,raw_primary,application/json,12373,2026-08-26T20:40:19.845801Z,2026-08-26T20:40:19.846800Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0260,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_012_safe_idle.json,raw_primary,application/json,10858,2026-08-26T20:40:19.842277Z,2026-08-26T20:40:19.843786Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0261,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_013.json,raw_primary,application/json,12467,2026-08-26T21:15:28.237380Z,2026-08-26T21:15:28.238650Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0262,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_013_safe_idle.json,raw_primary,application/json,10859,2026-08-26T21:15:28.235552Z,2026-08-26T21:15:28.236783Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0263,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_014.json,raw_primary,application/json,12342,2026-08-26T21:16:03.618416Z,2026-08-26T21:16:03.619422Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0264,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_014_safe_idle.json,raw_primary,application/json,10859,2026-08-26T21:16:03.611642Z,2026-08-26T21:16:03.614040Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0428,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pre_restoration_safe_state_001.json,raw_primary,application/json,1238,2026-08-26T23:40:53.949720Z,2026-08-26T23:40:53.950234Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0429,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pre_restoration_t660_safe_idle_001.json,raw_primary,application/json,10859,2026-08-26T23:40:52.145607Z,2026-08-26T23:40:52.147869Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0430,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_high_in2_001_final_safe_idle.json,raw_primary,application/json,10859,2026-08-26T22:56:34.900592Z,2026-08-26T22:56:34.902602Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0431,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_high_in2_001_hf2_raw.csv,raw_primary,text/csv,2284987,2026-08-26T22:56:27.055917Z,2026-08-26T22:56:27.114479Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0432,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_high_in2_001_hf2_summary.csv,raw_primary,text/csv,657,2026-08-26T22:56:27.120624Z,2026-08-26T22:56:27.121624Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0433,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_high_in2_001_offset_1_pico.csv,raw_primary,text/csv,80521,2026-08-26T22:56:20.349297Z,2026-08-26T22:56:20.352387Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0434,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_high_in2_001_offset_2_pico.csv,raw_primary,text/csv,80419,2026-08-26T22:56:20.915148Z,2026-08-26T22:56:20.918252Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0435,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_high_in2_001_offset_3_pico.csv,raw_primary,text/csv,80393,2026-08-26T22:56:21.119556Z,2026-08-26T22:56:21.122565Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0436,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_high_in2_001_pre_safe_idle.json,raw_primary,application/json,10859,2026-08-26T22:56:10.737487Z,2026-08-26T22:56:10.739654Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0437,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_high_in2_001_status.json,raw_primary,application/json,24553,2026-08-26T22:56:04.753392Z,2026-08-26T22:56:34.904603Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0438,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_high_in2_001_step_fall_1_pico.csv,raw_primary,text/csv,74974,2026-08-26T22:56:19.145094Z,2026-08-26T22:56:19.147098Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0439,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_high_in2_001_step_fall_2_pico.csv,raw_primary,text/csv,75323,2026-08-26T22:56:19.636658Z,2026-08-26T22:56:19.639263Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0440,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_high_in2_001_step_fall_3_pico.csv,raw_primary,text/csv,74871,2026-08-26T22:56:20.146710Z,2026-08-26T22:56:20.149716Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0441,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_high_in2_001_step_rise_1_pico.csv,raw_primary,text/csv,80783,2026-08-26T22:56:18.859272Z,2026-08-26T22:56:18.862195Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0442,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_high_in2_001_step_rise_2_pico.csv,raw_primary,text/csv,80645,2026-08-26T22:56:19.344201Z,2026-08-26T22:56:19.347050Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0443,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_high_in2_001_step_rise_3_pico.csv,raw_primary,text/csv,80687,2026-08-26T22:56:19.856086Z,2026-08-26T22:56:19.858085Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0444,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_high_in2_001_zero_baseline_pico.csv,raw_primary,text/csv,75434,2026-08-26T22:56:18.526433Z,2026-08-26T22:56:18.528437Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0445,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_low_in2_001_final_safe_idle.json,raw_primary,application/json,10859,2026-08-26T22:56:00.383785Z,2026-08-26T22:56:00.385465Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0446,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_low_in2_001_hf2_raw.csv,raw_primary,text/csv,2294247,2026-08-26T22:55:52.533201Z,2026-08-26T22:55:52.597242Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0447,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_low_in2_001_hf2_summary.csv,raw_primary,text/csv,677,2026-08-26T22:55:52.602988Z,2026-08-26T22:55:52.603509Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0448,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_low_in2_001_offset_1_pico.csv,raw_primary,text/csv,75256,2026-08-26T22:55:46.228209Z,2026-08-26T22:55:46.231725Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0449,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_low_in2_001_offset_2_pico.csv,raw_primary,text/csv,75154,2026-08-26T22:55:46.890769Z,2026-08-26T22:55:46.893764Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0450,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_low_in2_001_offset_3_pico.csv,raw_primary,text/csv,75113,2026-08-26T22:55:47.195409Z,2026-08-26T22:55:47.197934Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0451,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_low_in2_001_pre_safe_idle.json,raw_primary,application/json,10859,2026-08-26T22:55:36.195393Z,2026-08-26T22:55:36.197391Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0452,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_low_in2_001_status.json,raw_primary,application/json,24587,2026-08-26T22:55:30.229901Z,2026-08-26T22:56:00.388576Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0453,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_low_in2_001_step_fall_1_pico.csv,raw_primary,text/csv,75673,2026-08-26T22:55:44.717274Z,2026-08-26T22:55:44.720857Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0454,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_low_in2_001_step_fall_2_pico.csv,raw_primary,text/csv,75117,2026-08-26T22:55:45.327290Z,2026-08-26T22:55:45.330431Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0455,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_low_in2_001_step_fall_3_pico.csv,raw_primary,text/csv,75264,2026-08-26T22:55:45.931798Z,2026-08-26T22:55:45.936431Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0456,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_low_in2_001_step_rise_1_pico.csv,raw_primary,text/csv,75457,2026-08-26T22:55:44.408689Z,2026-08-26T22:55:44.412202Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0457,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_low_in2_001_step_rise_2_pico.csv,raw_primary,text/csv,75449,2026-08-26T22:55:45.021170Z,2026-08-26T22:55:45.024165Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0458,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_low_in2_001_step_rise_3_pico.csv,raw_primary,text/csv,75291,2026-08-26T22:55:45.628483Z,2026-08-26T22:55:45.630996Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0459,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_range_low_in2_001_zero_baseline_pico.csv,raw_primary,text/csv,75864,2026-08-26T22:55:43.986669Z,2026-08-26T22:55:43.989675Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0460,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_configuration_reload_001.json,raw_primary,application/json,26786,2026-08-26T22:58:44.914259Z,2026-08-26T22:58:44.914259Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0461,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_configuration_reload_001_final_safe_idle.json,raw_primary,application/json,10859,2026-08-26T22:58:44.910263Z,2026-08-26T22:58:44.912258Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0462,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_configuration_reload_001_pre_safe_idle.json,raw_primary,application/json,10859,2026-08-26T22:58:29.262924Z,2026-08-26T22:58:29.264157Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0463,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in1_001_final_safe_idle.json,raw_primary,application/json,10859,2026-08-26T22:39:20.153130Z,2026-08-26T22:39:20.155538Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0464,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in1_001_hf2_raw.csv,raw_primary,text/csv,474672764,2026-08-26T22:38:50.550166Z,2026-08-26T22:39:09.418633Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0465,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in1_001_hf2_summary.csv,raw_primary,text/csv,677,2026-08-26T22:39:11.057878Z,2026-08-26T22:39:11.059580Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0466,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in1_001_offset_1_pico.csv,raw_primary,text/csv,77348,2026-08-26T22:38:42.353809Z,2026-08-26T22:38:42.357808Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0467,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in1_001_offset_2_pico.csv,raw_primary,text/csv,77287,2026-08-26T22:38:42.555484Z,2026-08-26T22:38:42.560000Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0468,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in1_001_offset_3_pico.csv,raw_primary,text/csv,77301,2026-08-26T22:38:42.758127Z,2026-08-26T22:38:42.761636Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0469,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in1_001_pre_safe_idle.json,raw_primary,application/json,10859,2026-08-26T22:38:32.277443Z,2026-08-26T22:38:32.279294Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0470,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in1_001_status.json,raw_primary,application/json,24410,2026-08-26T22:38:26.297874Z,2026-08-26T22:39:20.159094Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0471,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in1_001_step_fall_1_pico.csv,raw_primary,text/csv,75258,2026-08-26T22:38:41.544603Z,2026-08-26T22:38:41.547325Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0472,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in1_001_step_fall_2_pico.csv,raw_primary,text/csv,75050,2026-08-26T22:38:41.873420Z,2026-08-26T22:38:41.876703Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0473,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in1_001_step_fall_3_pico.csv,raw_primary,text/csv,74965,2026-08-26T22:38:42.214597Z,2026-08-26T22:38:42.218247Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0474,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in1_001_step_rise_1_pico.csv,raw_primary,text/csv,77344,2026-08-26T22:38:41.327544Z,2026-08-26T22:38:41.330797Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0475,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in1_001_step_rise_2_pico.csv,raw_primary,text/csv,77264,2026-08-26T22:38:41.655068Z,2026-08-26T22:38:41.658068Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0476,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in1_001_step_rise_3_pico.csv,raw_primary,text/csv,77254,2026-08-26T22:38:41.997366Z,2026-08-26T22:38:42.000375Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0477,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in1_001_zero_baseline_pico.csv,raw_primary,text/csv,74394,2026-08-26T22:38:41.175126Z,2026-08-26T22:38:41.181869Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0478,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in2_001_final_safe_idle.json,raw_primary,application/json,10859,2026-08-26T22:53:23.276528Z,2026-08-26T22:53:23.277056Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0479,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in2_001_hf2_raw.csv,raw_primary,text/csv,473985333,2026-08-26T22:53:00.696883Z,2026-08-26T22:53:14.136249Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0480,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in2_001_hf2_summary.csv,raw_primary,text/csv,683,2026-08-26T22:53:15.251494Z,2026-08-26T22:53:15.252000Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0481,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in2_001_offset_1_pico.csv,raw_primary,text/csv,77749,2026-08-26T22:52:53.105747Z,2026-08-26T22:52:53.108747Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0482,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in2_001_offset_2_pico.csv,raw_primary,text/csv,77665,2026-08-26T22:52:53.276040Z,2026-08-26T22:52:53.278040Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0483,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in2_001_offset_3_pico.csv,raw_primary,text/csv,77563,2026-08-26T22:52:53.438396Z,2026-08-26T22:52:53.441572Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0484,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in2_001_pre_safe_idle.json,raw_primary,application/json,10859,2026-08-26T22:52:44.458246Z,2026-08-26T22:52:44.459766Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0485,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in2_001_status.json,raw_primary,application/json,24403,2026-08-26T22:52:38.469880Z,2026-08-26T22:53:23.279174Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0486,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in2_001_step_fall_1_pico.csv,raw_primary,text/csv,75757,2026-08-26T22:52:52.389735Z,2026-08-26T22:52:52.391743Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0487,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in2_001_step_fall_2_pico.csv,raw_primary,text/csv,75659,2026-08-26T22:52:52.690363Z,2026-08-26T22:52:52.693363Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0488,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in2_001_step_fall_3_pico.csv,raw_primary,text/csv,75298,2026-08-26T22:52:52.994280Z,2026-08-26T22:52:52.997280Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0489,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in2_001_step_rise_1_pico.csv,raw_primary,text/csv,78011,2026-08-26T22:52:52.183717Z,2026-08-26T22:52:52.186717Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0490,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in2_001_step_rise_2_pico.csv,raw_primary,text/csv,77957,2026-08-26T22:52:52.493901Z,2026-08-26T22:52:52.496901Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0491,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in2_001_step_rise_3_pico.csv,raw_primary,text/csv,77575,2026-08-26T22:52:52.792273Z,2026-08-26T22:52:52.795274Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0492,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_mbco_in2_001_zero_baseline_pico.csv,raw_primary,text/csv,75835,2026-08-26T22:52:52.048915Z,2026-08-26T22:52:52.051430Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0493,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_sweep_hrp_in1_001_final_safe_idle.json,raw_primary,application/json,10859,2026-08-26T22:37:44.280185Z,2026-08-26T22:37:44.282330Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0494,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_sweep_hrp_in1_001_hf2_raw.csv,raw_primary,text/csv,2292249,2026-08-26T22:37:35.392354Z,2026-08-26T22:37:35.477206Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0495,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_sweep_hrp_in1_001_hf2_summary.csv,raw_primary,text/csv,667,2026-08-26T22:37:35.483099Z,2026-08-26T22:37:35.484240Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0496,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_sweep_hrp_in1_001_offset_1_pico.csv,raw_primary,text/csv,77406,2026-08-26T22:37:28.730391Z,2026-08-26T22:37:28.733251Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0497,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_sweep_hrp_in1_001_offset_2_pico.csv,raw_primary,text/csv,77300,2026-08-26T22:37:29.347403Z,2026-08-26T22:37:29.350416Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0498,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_sweep_hrp_in1_001_offset_3_pico.csv,raw_primary,text/csv,77421,2026-08-26T22:37:29.581665Z,2026-08-26T22:37:29.587668Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0499,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_sweep_hrp_in1_001_pre_safe_idle.json,raw_primary,application/json,10860,2026-08-26T22:37:17.795247Z,2026-08-26T22:37:17.797249Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0500,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_sweep_hrp_in1_001_status.json,raw_primary,application/json,24523,2026-08-26T22:37:11.822876Z,2026-08-26T22:37:44.286718Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0501,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_sweep_hrp_in1_001_step_fall_1_pico.csv,raw_primary,text/csv,75302,2026-08-26T22:37:27.430109Z,2026-08-26T22:37:27.433621Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0502,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_sweep_hrp_in1_001_step_fall_2_pico.csv,raw_primary,text/csv,75430,2026-08-26T22:37:27.958216Z,2026-08-26T22:37:27.961222Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0503,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_sweep_hrp_in1_001_step_fall_3_pico.csv,raw_primary,text/csv,75487,2026-08-26T22:37:28.515294Z,2026-08-26T22:37:28.517721Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0504,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_sweep_hrp_in1_001_step_rise_1_pico.csv,raw_primary,text/csv,77865,2026-08-26T22:37:27.105247Z,2026-08-26T22:37:27.107888Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0505,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_selected_sweep_hrp_in1_001_step_rise_2_pico.csv,raw_primary,text/csv,77803,2026-08-26T22:37:27.646998Z,2026-08-26T22:37:27.650010Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
